category	deployed	pool	source_path	band_min	band_max
dark_signal	radiosignal4_6337a5f3d5	Amplified	ambient/soundscape/dark_signal/radiosignal4	2.0	100.0
dark_signal	radiosignal5_2a1526cab2	Amplified	ambient/soundscape/dark_signal/radiosignal5	2.0	100.0
dark_signal	radiosignal6_84ec4428b5	Amplified	ambient/soundscape/dark_signal/radiosignal6	2.0	100.0
dark_signal	radiosignal7_01e5d9c017	Amplified	ambient/soundscape/dark_signal/radiosignal7	2.0	100.0
dark_signal	radiosignal8_4e39cb0db5	Amplified	ambient/soundscape/dark_signal/radiosignal8	2.0	100.0
dark_signal	radiosignal9_4a6efbcc0f	Amplified	ambient/soundscape/dark_signal/radiosignal9	2.0	100.0
dark_signal	white_noise_heavy_horror_1_white_noise_heavy_horror_1_000_46bdb7fa34	Amplified	radio/white_noise/white_noise_heavy_horror_1#white_noise_heavy_horror_1_000	1	100
dark_signal	white_noise_heavy_horror_1_white_noise_heavy_horror_1_001_63f6c6a940	Amplified	radio/white_noise/white_noise_heavy_horror_1#white_noise_heavy_horror_1_001	1	100
dark_signal	white_noise_heavy_horror_1_white_noise_heavy_horror_1_002_bc3d5514c5	Amplified	radio/white_noise/white_noise_heavy_horror_1#white_noise_heavy_horror_1_002	1	100
dark_signal	white_noise_heavy_horror_1_white_noise_heavy_horror_1_003_15bf47b21f	Amplified	radio/white_noise/white_noise_heavy_horror_1#white_noise_heavy_horror_1_003	1	100
dark_signal	white_noise_heavy_horror_1_white_noise_heavy_horror_1_004_c0858ee6e8	Amplified	radio/white_noise/white_noise_heavy_horror_1#white_noise_heavy_horror_1_004	1	100
dark_signal	white_noise_heavy_horror_1_white_noise_heavy_horror_1_005_ff85014463	Amplified	radio/white_noise/white_noise_heavy_horror_1#white_noise_heavy_horror_1_005	1	100
dark_signal	white_noise_heavy_horror_1_white_noise_heavy_horror_1_006_ffc5525c60	Amplified	radio/white_noise/white_noise_heavy_horror_1#white_noise_heavy_horror_1_006	1	100
dark_signal	white_noise_heavy_horror_1_white_noise_heavy_horror_1_007_f1c4b42de8	Amplified	radio/white_noise/white_noise_heavy_horror_1#white_noise_heavy_horror_1_007	1	100
dark_signal	white_noise_heavy_horror_1_white_noise_heavy_horror_1_008_4a5b1583ed	Amplified	radio/white_noise/white_noise_heavy_horror_1#white_noise_heavy_horror_1_008	1	100
dark_signal	walkie_talkie_k1_de00e2d072	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k1	1	100
dark_signal	walkie_talkie_k10_7646dcaa91	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k10	1	100
dark_signal	walkie_talkie_k11_79ab700e7b	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k11	1	100
dark_signal	walkie_talkie_k12_5eb1b64f3f	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k12	1	100
dark_signal	walkie_talkie_k13_6532ae1743	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k13	1	100
dark_signal	walkie_talkie_k14_0f3a9c5276	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k14	1	100
dark_signal	walkie_talkie_k15_2cf1a8ecb3	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k15	1	100
dark_signal	walkie_talkie_k16_9219524ce9	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k16	1	100
dark_signal	walkie_talkie_k17_57de3453e2	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k17	1	100
dark_signal	walkie_talkie_k18_ae7d711177	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k18	1	100
dark_signal	walkie_talkie_k19_c747cc1bb0	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k19	1	100
dark_signal	walkie_talkie_k2_03187f7007	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k2	1	100
dark_signal	walkie_talkie_k3_98d72f3c3d	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k3	1	100
dark_signal	walkie_talkie_k4_ed9a62e007	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k4	1	100
dark_signal	walkie_talkie_k5_20e3dd3d6e	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k5	1	100
dark_signal	walkie_talkie_k6_035b4667e1	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k6	1	100
dark_signal	walkie_talkie_k7_cb4c09eb34	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k7	1	100
dark_signal	walkie_talkie_k8_d96e7b0daa	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k8	1	100
dark_signal	walkie_talkie_k9_42dd71b533	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_k9	1	100
dark_signal	walkie_talkie_m2_764010e027	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_m2	1	100
dark_signal	walkie_talkie_m3_27e0e2e6b8	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_m3	1	100
dark_signal	walkie_talkie_m4_84382d6a80	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_m4	1	100
dark_signal	walkie_talkie_m5_45b1fa9122	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_m5	1	100
dark_signal	walkie_talkie_m6_7108722ecd	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_m6	1	100
dark_signal	walkie_talkie_m9_bfb82e7601	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_m9	1	100
dark_signal	walkie_talkie_signal1_3b094452c2	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal1	1	100
dark_signal	walkie_talkie_signal10_9f6fe7f148	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal10	1	100
dark_signal	walkie_talkie_signal11_922b7dbd51	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal11	1	100
dark_signal	walkie_talkie_signal12_cd8563f472	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal12	1	100
dark_signal	walkie_talkie_signal13_268507f4fc	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal13	1	100
dark_signal	walkie_talkie_signal2_c389ed2a4e	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal2	1	100
dark_signal	walkie_talkie_signal3_d4a980f7ba	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal3	1	100
dark_signal	walkie_talkie_signal4_9849fdf495	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal4	1	100
dark_signal	walkie_talkie_signal5_df607f9d6d	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal5	1	100
dark_signal	walkie_talkie_signal6_88a0338fbe	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal6	1	100
dark_signal	walkie_talkie_signal7_5c79ad18eb	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal7	1	100
dark_signal	walkie_talkie_signal8_22e1d7947a	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal8	1	100
dark_signal	walkie_talkie_signal9_8b1e077b10	DeadAir	ambient/lar_ambients/metro_horror/walkie_talkie_signal9	1	100
drone	sound_03_51fb8f769a	RETUNE457	ambient/soundscape/underground/spooks_below/drone/sound_03	1	100
drone	sound_04_de452fc1b0	RETUNE457	ambient/soundscape/underground/spooks_below/drone/sound_04	1	100
drone	sound_05_5cdab4ddf5	RETUNE457	ambient/soundscape/underground/spooks_below/drone/sound_05	1	100
drone	sound_07_8a821e0cd0	RETUNE457	ambient/soundscape/underground/spooks_below/drone/sound_07	1	100
drone	sound_08_59793561c9	RETUNE457	ambient/soundscape/underground/spooks_below/drone/sound_08	1	100
drone	sound_09_85384fe160	RETUNE457	ambient/soundscape/underground/spooks_below/drone/sound_09	1	100
drone	sound_10_eb9392c31a	RETUNE457	ambient/soundscape/underground/spooks_below/drone/sound_10	1	100
drone	sound_11_9fcc75759c	RETUNE457	ambient/soundscape/underground/spooks_below/drone/sound_11	1	100
drone	sound_11_611439329e	RETUNE457	ambient/trx/spooks_below/drone/sound_11	2.0	100.0
foliage	foliage1_3810c5e101	Amplified	ambient/soundscape/foliage/Foliage1	2.0	100.0
foliage	foliage5_51aa1a04fe	Amplified	ambient/soundscape/foliage/Foliage5	2.0	100.0
foliage	foliage10_11025bf5a6	Amplified	ambient/soundscape/foliage/Foliage10	2.0	100.0
foliage	foliage2_4502ea6c1e	Amplified	ambient/soundscape/foliage/Foliage2	2.0	100.0
foliage	foliage3_64bbfc526e	Amplified	ambient/soundscape/foliage/Foliage3	1	100
foliage	foliage4_4b2fa5ef87	Amplified	ambient/soundscape/foliage/Foliage4	2.0	100.0
foliage	foliage6_9a21af31e6	Amplified	ambient/soundscape/foliage/Foliage6	2.0	100.0
foliage	foliage7_d845349571	Amplified	ambient/soundscape/foliage/Foliage7	2.0	100.0
foliage	foliage8_b6d2da0adb	Amplified	ambient/soundscape/foliage/Foliage8	2.0	100.0
foliage	foliage9_659361b904	Amplified	ambient/soundscape/foliage/Foliage9	2.0	100.0
foliage	snapmed1_b81414bb28	Amplified	ambient/soundscape/foliage/Snapmed1	2.0	100.0
foliage	snapmed2_3e20d74ecb	Amplified	ambient/soundscape/foliage/Snapmed2	2.0	100.0
foliage	snapmed3_fbc5a32056	Amplified	ambient/soundscape/foliage/Snapmed3	2.0	100.0
foliage	snapmed4_48fc2bda69	Amplified	ambient/soundscape/foliage/Snapmed4	2.0	100.0
foliage	snapmed5_a39ffbb37e	Amplified	ambient/soundscape/foliage/Snapmed5	2.0	100.0
foliage	snapmed6_9c1b9c4391	Amplified	ambient/soundscape/foliage/Snapmed6	2.0	100.0
foliage	snapmed7_7407207da0	Amplified	ambient/soundscape/foliage/Snapmed7	2.0	100.0
foliage	spooksway1_7e7969b3b3	Amplified	ambient/soundscape/foliage/spookSway1	2.0	100.0
foliage	spooksway10_1179034e62	Amplified	ambient/soundscape/foliage/spookSway10	2.0	100.0
foliage	spooksway11_eee66df0f8	Amplified	ambient/soundscape/foliage/spookSway11	2.0	100.0
foliage	spooksway12_2b9c2d72ed	Amplified	ambient/soundscape/foliage/spookSway12	2.0	100.0
foliage	spooksway13_511f300b29	Amplified	ambient/soundscape/foliage/spookSway13	2.0	100.0
foliage	spooksway2_405b9c5ef7	Amplified	ambient/soundscape/foliage/spookSway2	2.0	100.0
foliage	spooksway3_8f8ee513c7	Amplified	ambient/soundscape/foliage/spookSway3	2.0	100.0
foliage	spooksway4_789445ba71	Amplified	ambient/soundscape/foliage/spookSway4	2.0	100.0
foliage	spooksway5_7b3637459b	Amplified	ambient/soundscape/foliage/spookSway5	2.0	100.0
foliage	spooksway6_70ad5056cb	Amplified	ambient/soundscape/foliage/spookSway6	2.0	100.0
foliage	spooksway7_3a62b1a6f4	Amplified	ambient/soundscape/foliage/spookSway7	2.0	100.0
foliage	spooksway8_5c89a7fe7c	Amplified	ambient/soundscape/foliage/spookSway8	2.0	100.0
foliage	spooksway9_2760aed0bd	Amplified	ambient/soundscape/foliage/spookSway9	2.0	100.0
foliage	sway_1_cade76aeab	Amplified	ambient/soundscape/foliage/Sway_1	2.0	100.0
foliage	sway_2_dbeec2fddf	Amplified	ambient/soundscape/foliage/Sway_2	2.0	100.0
foliage	sway_3_bce0262b58	Amplified	ambient/soundscape/foliage/Sway_3	2.0	100.0
foliage	sway_4_e498f0fa69	Amplified	ambient/soundscape/foliage/Sway_4	2.0	100.0
foliage	sway_6_4c949b4e14	Amplified	ambient/soundscape/foliage/Sway_6	2.0	100.0
foliage	sway_7_e1357ee756	Amplified	ambient/soundscape/foliage/Sway_7	2.0	100.0
foliage	sway_8_5a7cd6d525	Amplified	ambient/soundscape/foliage/Sway_8	2.0	100.0
foliage	sway_9_d50eaf2ff8	Amplified	ambient/soundscape/foliage/Sway_9	2.0	100.0
foliage	sway_10_037beed9ca	Amplified	ambient/soundscape/foliage/Sway_10	2.0	100.0
foliage	sway_11_0ed35272f9	Amplified	ambient/soundscape/foliage/Sway_11	2.0	100.0
foliage	sway_12_4bfb850aee	Amplified	ambient/soundscape/foliage/Sway_12	2.0	100.0
foliage	sway_13_34c5fab2bf	Amplified	ambient/soundscape/foliage/Sway_13	2.0	100.0
foliage	sway_14_beeb456889	Amplified	ambient/soundscape/foliage/Sway_14	2.0	100.0
foliage	sway_15_db4cda003d	Amplified	ambient/soundscape/foliage/Sway_15	2.0	100.0
foliage	sway_16_5344c629dd	Amplified	ambient/soundscape/foliage/Sway_16	2.0	100.0
foliage	sway_5_8980eb25f9	Amplified	ambient/soundscape/foliage/Sway_5	2.0	100.0
foliage	sound_01_642a7f5250	AudioExpansion	ambient/trx/nature/rustle/sound_01	2.0	75.0
foliage	sound_02_c9079dfae3	AudioExpansion	ambient/trx/nature/rustle/sound_02	2.0	75.0
foliage	sound_03_00d90bbbce	AudioExpansion	ambient/trx/nature/rustle/sound_03	2.0	75.0
foliage	sound_04_5bcbddb5fe	AudioExpansion	ambient/trx/nature/rustle/sound_04	2.0	75.0
foliage	sound_05_c4fae2eddf	AudioExpansion	ambient/trx/nature/rustle/sound_05	2.0	75.0
foliage	sound_06_d90e04b492	AudioExpansion	ambient/trx/nature/rustle/sound_06	2.0	75.0
foliage	sound_07_26412d1e51	AudioExpansion	ambient/trx/nature/rustle/sound_07	2.0	75.0
foliage	sound_08_cd3966634e	AudioExpansion	ambient/trx/nature/rustle/sound_08	2.0	75.0
foliage	sound_09_3f454929ca	AudioExpansion	ambient/trx/nature/rustle/sound_09	2.0	75.0
foliage	sound_10_04e5fe306b	AudioExpansion	ambient/trx/nature/rustle/sound_10	2.0	75.0
foliage	sound_11_4cf97bc81f	AudioExpansion	ambient/trx/nature/rustle/sound_11	2.0	75.0
foliage	tree_creak_01_87b2df7395	DeadAir	ambient/lar_ambients/lar_tree/tree_creak_01	30.0	200.0
foliage	tree_creak_02_b280be90f8	DeadAir	ambient/lar_ambients/lar_tree/tree_creak_02	30.0	200.0
foliage	tree_creak_03_447b9e9698	DeadAir	ambient/lar_ambients/lar_tree/tree_creak_03	30.0	200.0
foliage	tree_creak_04_c5fbcd54ba	DeadAir	ambient/lar_ambients/lar_tree/tree_creak_04	30.0	200.0
foliage	tree_creak_05_c45694e355	DeadAir	ambient/lar_ambients/lar_tree/tree_creak_05	30.0	200.0
foliage	tree_creak_06_456b39a5a9	DeadAir	ambient/lar_ambients/lar_tree/tree_creak_06	30.0	200.0
foliage	tree_creak_07_f049103200	DeadAir	ambient/lar_ambients/lar_tree/tree_creak_07	30.0	200.0
foliage	tree_creak_08_2fc75c10d4	DeadAir	ambient/lar_ambients/lar_tree/tree_creak_08	30.0	200.0
foliage	tree_creak_09_b18e2abb9a	DeadAir	ambient/lar_ambients/lar_tree/tree_creak_09	30.0	200.0
foliage	tree_creak_10_f2637a1fb1	DeadAir	ambient/lar_ambients/lar_tree/tree_creak_10	30.0	200.0
foliage	rustle_01_488ad1f6c3	SoP	material/step/rustle/rustle_01	1.0	32.0
foliage	rustle_02_9512bc266e	SoP	material/step/rustle/rustle_02	1.0	32.0
foliage	rustle_03_495799385e	SoP	material/step/rustle/rustle_03	1.0	32.0
foliage	rustle_04_7370e00b04	SoP	material/step/rustle/rustle_04	1.0	32.0
gunfire	rnd_shooting_6_f18aaf3c5b	OGSE	ambient/rnd_outdoor/rnd_shooting_6	30.0	150.0
gunfire	sound_32_020d83f5b4	RETUNE457	ambient/trx/spooks_above/shooting/sound_32	2.0	100.0
gunfire	rnd_shooting_1_f9f7d2e867	DeadAir	ambient/rnd_outdoor/rnd_shooting_1	10.0	300.0
gunfire	rnd_shooting_11_d352a81981	DeadAir	ambient/rnd_outdoor/rnd_shooting_11	10.0	300.0
gunfire	rnd_shooting_12_07efaf5f66	DeadAir	ambient/rnd_outdoor/rnd_shooting_12	30.0	200.0
gunfire	rnd_shooting_13_6bb6983d47	DeadAir	ambient/rnd_outdoor/rnd_shooting_13	30.0	200.0
gunfire	rnd_shooting_14_250f3a9da5	DeadAir	ambient/rnd_outdoor/rnd_shooting_14	30.0	200.0
gunfire	rnd_shooting_15_085fa02cb5	DeadAir	ambient/rnd_outdoor/rnd_shooting_15	30.0	200.0
gunfire	rnd_shooting_16_db152e627e	DeadAir	ambient/rnd_outdoor/rnd_shooting_16	30.0	200.0
gunfire	rnd_shooting_17_afc0fb9121	DeadAir	ambient/rnd_outdoor/rnd_shooting_17	30.0	200.0
gunfire	rnd_shooting_18_4b4b1d638f	DeadAir	ambient/rnd_outdoor/rnd_shooting_18	30.0	200.0
gunfire	rnd_shooting_19_d599113eaa	DeadAir	ambient/rnd_outdoor/rnd_shooting_19	30.0	200.0
gunfire	rnd_distantmortar3_95b8f89fba	OGSE	ambient/random/rnd_distantmortar3	1.0	300.0
gunfire	rnd_shooting_1_e6b70d6f66	OGSE	ambient/rnd_outdoor/rnd_shooting_1	30.0	150.0
gunfire	rnd_shooting_10_32a9498576	OGSE	ambient/rnd_outdoor/rnd_shooting_10	30.0	150.0
gunfire	rnd_shooting_4_cda49eea68	OGSE	ambient/rnd_outdoor/rnd_shooting_4	1.0	75.0
gunfire	rnd_shooting_7_fc33773532	OGSE	ambient/rnd_outdoor/rnd_shooting_7	1.0	75.0
gunfire	rnd_shooting_1_15c70f8710	Prosector	ambient/rnd_outdoor/rnd_shooting_1	1.5	75.0
gunfire	rnd_shooting_10_d04f8d4586	Prosector	ambient/rnd_outdoor/rnd_shooting_10	4.0	75.0
gunfire	rnd_shooting_2_c7d7b9f678	Prosector	ambient/rnd_outdoor/rnd_shooting_2	1.5	75.0
gunfire	rnd_shooting_3_3f05a46cb7	Prosector	ambient/rnd_outdoor/rnd_shooting_3	1.5	75.0
gunfire	rnd_shooting_5_adebb9e874	Prosector	ambient/rnd_outdoor/rnd_shooting_5	1.0	75.0
gunfire	rnd_shooting_6_d764015c5c	Prosector	ambient/rnd_outdoor/rnd_shooting_6	1.0	75.0
gunfire	rnd_shooting_8_ac2b1f906c	Prosector	ambient/rnd_outdoor/rnd_shooting_8	1.0	75.0
gunfire	rnd_shooting_9_564a199ad5	Prosector	ambient/rnd_outdoor/rnd_shooting_9	2.0	75.0
gunfire	fog_shooting_11_0e6cb53b42	Solyanka	ambient/rnd_outdoor/fog_shooting_11	30.0	120.0
gunfire	fog_shooting_12_cc852d3e72	Solyanka	ambient/rnd_outdoor/fog_shooting_12	30.0	120.0
gunfire	fog_shooting_13_494d96178d	Solyanka	ambient/rnd_outdoor/fog_shooting_13	30.0	120.0
gunfire	fog_shooting_14_f18143215b	Solyanka	ambient/rnd_outdoor/fog_shooting_14	30.0	120.0
gunfire	fog_shooting_15_947ea03efc	Solyanka	ambient/rnd_outdoor/fog_shooting_15	30.0	120.0
gunfire	fog_shooting_16_9264f2511c	Solyanka	ambient/rnd_outdoor/fog_shooting_16	30.0	120.0
gunfire	fog_shooting_17_112a1c6284	Solyanka	ambient/rnd_outdoor/fog_shooting_17	30.0	120.0
gunfire	fog_shooting_18_078c4de819	Solyanka	ambient/rnd_outdoor/fog_shooting_18	30.0	120.0
gunfire	fog_shooting_19_627f3d86bb	Solyanka	ambient/rnd_outdoor/fog_shooting_19	30.0	120.0
gunfire	rnd_shooting_1_7b9407b4f6	Solyanka	ambient/rnd_outdoor/rnd_shooting_1	30.0	200.0
gunfire	rnd_shooting_10_94456efcc2	Solyanka	ambient/rnd_outdoor/rnd_shooting_10	30.0	200.0
gunfire	rnd_shooting_11_fa339922cb	Solyanka	ambient/rnd_outdoor/rnd_shooting_11	25.0	90.0
gunfire	rnd_shooting_4_a44abb4e2b	Solyanka	ambient/rnd_outdoor/rnd_shooting_4	30.0	200.0
gunfire	rnd_shooting_3_d77243e04a	vanilla	ambient/rnd_outdoor/rnd_shooting_3	30.0	200.0
industrial	drone1_6f28f6ba31	Amplified	ambient/soundscape/Spoops/day_drones/drone1	2.0	100.0
industrial	drone19_152ed6740a	Amplified	ambient/soundscape/Spoops/day_drones/drone19	2.0	100.0
industrial	drone10_f70574d15e	Amplified	ambient/soundscape/Spoops/day_drones/drone10	2.0	100.0
industrial	drone28_7b8efe6d2b	Amplified	ambient/soundscape/Spoops/drones/drone28	2.0	100.0
industrial	drone28_f088f7cfa5	Amplified	ambient/soundscape/Spoops/urban_drones/drone28	2.0	100.0
industrial	drone11_baa412872d	Amplified	ambient/soundscape/Spoops/day_drones/drone11	2.0	100.0
industrial	drone12_8c2e2b6efe	Amplified	ambient/soundscape/Spoops/day_drones/drone12	2.0	100.0
industrial	drone13_bbacf1451d	Amplified	ambient/soundscape/Spoops/day_drones/drone13	2.0	100.0
industrial	drone14_0ebc43f995	Amplified	ambient/soundscape/Spoops/day_drones/drone14	2.0	100.0
industrial	drone15_11b62e4ed9	Amplified	ambient/soundscape/Spoops/day_drones/drone15	2.0	100.0
industrial	drone16_f5df5775bb	Amplified	ambient/soundscape/Spoops/day_drones/drone16	2.0	100.0
industrial	drone17_fc9f1a2ed9	Amplified	ambient/soundscape/Spoops/day_drones/drone17	2.0	100.0
industrial	drone18_b53faf4ac6	Amplified	ambient/soundscape/Spoops/day_drones/drone18	2.0	100.0
industrial	drone2_db6455954d	Amplified	ambient/soundscape/Spoops/day_drones/drone2	2.0	100.0
industrial	drone20_1c5b42945c	Amplified	ambient/soundscape/Spoops/day_drones/drone20	2.0	100.0
industrial	drone21_3e254a3fba	Amplified	ambient/soundscape/Spoops/day_drones/drone21	2.0	100.0
industrial	drone22_73a0e4adbd	Amplified	ambient/soundscape/Spoops/day_drones/drone22	2.0	100.0
industrial	drone23_7b86540628	Amplified	ambient/soundscape/Spoops/day_drones/drone23	2.0	100.0
